processName,app,userName
Implement advanced cybersecurity measures across all products,gitlab,clorinde
Launch a comprehensive training and development platform for employees,openclassroom,miko
Create a real-time monitoring and feedback system for product performance,power bi,miko
Create a real-time monitoring and feedback system for product performance,tableau,jean
Revitalize and modernize a legacy software system,github,emilie
"Create a secure, scalable cloud infrastructure",github,jean
Build a comprehensive data analytics and visualization platform,tableau,emilie
Develop a new product line that explores innovative technologies,power bi,jean
"Create a secure, scalable cloud infrastructure",gitlab,clorinde
Establish a centralized communication and collaboration hub,openclassroom,emilie
Develop a next-generation user interface for an existing application,github,emilie
Create a real-time monitoring and feedback system for product performance,tableau,miko
Establish a centralized communication and collaboration hub,cisco,kazuha
Revitalize and modernize a legacy software system,github,freminet
Establish a centralized communication and collaboration hub,openclassroom,miko
Develop a next-generation user interface for an existing application,tableau,jean
Implement advanced cybersecurity measures across all products,gitlab,miko
Develop a next-generation user interface for an existing application,office,jean
Build a comprehensive data analytics and visualization platform,tableau,jean
Revitalize and modernize a legacy software system,gitlab,kazuha
Implement advanced cybersecurity measures across all products,gitlab,emilie
"Create a secure, scalable cloud infrastructure",github,freminet
Launch a comprehensive training and development platform for employees,openclassroom,jean
Integrate various software tools into a unified ecosystem,gitlab,clorinde
Integrate various software tools into a unified ecosystem,gitlab,emilie
Create a real-time monitoring and feedback system for product performance,power bi,clorinde
Create a real-time monitoring and feedback system for product performance,power bi,freminet
Integrate various software tools into a unified ecosystem,gitlab,freminet
Integrate various software tools into a unified ecosystem,github,freminet
Launch a comprehensive training and development platform for employees,openclassroom,clorinde
Develop a next-generation user interface for an existing application,tableau,clorinde
Develop a next-generation user interface for an existing application,draw.io,emilie
Develop a new product line that explores innovative technologies,github,emilie
"Create a secure, scalable cloud infrastructure",github,emilie
Develop a next-generation user interface for an existing application,gitlab,freminet
Build a comprehensive data analytics and visualization platform,power bi,kazuha
Develop a next-generation user interface for an existing application,cisco,jean
Launch a comprehensive training and development platform for employees,openclassroom,kazuha
Revitalize and modernize a legacy software system,github,miko
Establish a centralized communication and collaboration hub,openclassroom,miko
Build a comprehensive data analytics and visualization platform,power bi,clorinde
